iter	Passed	Remaining
400	3624	5414
401	3632	5403
402	3639	5391
403	3647	5381
404	3654	5369
405	3662	5358
406	3670	5347
407	3677	5336
408	3685	5325
409	3692	5314
410	3700	5302
411	3707	5291
412	3715	5280
413	3722	5269
414	3730	5258
415	3737	5247
416	3744	5235
417	3752	5224
418	3759	5213
419	3767	5202
420	3774	5191
421	3782	5180
422	3789	5169
423	3797	5158
424	3805	5149
425	3813	5138
426	3820	5127
427	3828	5116
428	3836	5105
429	3843	5094
430	3850	5083
431	3858	5073
432	3865	5062
433	3873	5051
434	3880	5040
435	3888	5029
436	3895	5018
437	3903	5008
438	3910	4997
439	3918	4986
440	3925	4976
441	3933	4965
442	3940	4954
443	3948	4944
444	3955	4933
445	3963	4923
446	3970	4912
447	3978	4901
448	3986	4891
449	3994	4881
450	4001	4871
451	4008	4860
452	4016	4849
453	4023	4838
454	4030	4827
455	4038	4817
456	4045	4806
457	4053	4796
458	4060	4785
459	4067	4775
460	4074	4764
461	4082	4753
462	4089	4743
463	4096	4732
464	4103	4721
465	4110	4710
466	4117	4699
467	4125	4689
468	4132	4678
469	4139	4668
470	4146	4657
471	4154	4647
472	4161	4636
473	4168	4625
474	4177	4616
475	4184	4606
476	4192	4596
477	4199	4585
478	4206	4575
479	4219	4571
480	4227	4561
481	4235	4551
482	4242	4541
483	4249	4530
484	4258	4522
485	4268	4514
486	4275	4503
487	4282	4493
488	4290	4483
489	4298	4473
490	4305	4463
491	4312	4452
492	4319	4442
493	4326	4431
494	4334	4421
495	4341	4411
496	4348	4401
497	4355	4390
498	4363	4380
499	4370	4370
500	4377	4360
501	4384	4349
502	4392	4339
503	4399	4329
504	4406	4319
505	4413	4309
506	4421	4299
507	4428	4288
508	4435	4278
509	4442	4268
510	4449	4258
511	4457	4248
512	4468	4242
513	4477	4233
514	4484	4223
515	4492	4213
516	4499	4203
517	4506	4193
518	4514	4183
519	4521	4173
520	4528	4163
521	4536	4153
522	4544	4145
523	4552	4135
524	4559	4125
525	4566	4115
526	4573	4105
527	4580	4095
528	4589	4085
529	4604	4083
530	4615	4076
531	4623	4067
532	4630	4057
533	4637	4047
534	4645	4037
535	4655	4030
536	4665	4022
537	4672	4012
538	4680	4002
539	4687	3992
540	4694	3982
541	4707	3977
542	4718	3971
543	4726	3962
544	4734	3952
545	4741	3942
546	4750	3934
547	4761	3927
548	4769	3918
549	4777	3908
550	4784	3898
551	4791	3889
552	4801	3880
553	4813	3874
554	4821	3865
555	4828	3856
556	4836	3846
557	4843	3836
558	4859	3833
559	4869	3825
560	4876	3815
561	4883	3806
562	4890	3796
563	4902	3789
564	4913	3783
565	4920	3773
566	4928	3763
567	4935	3753
568	4942	3743
569	4955	3738
570	4964	3729
571	4971	3719
572	4978	3710
573	4986	3700
574	4993	3691
575	5002	3682
576	5010	3672
577	5017	3663
578	5024	3653
579	5031	3643
580	5039	3634
581	5046	3624
582	5053	3614
583	5061	3605
584	5068	3595
585	5075	3585
586	5082	3576
587	5090	3566
588	5097	3557
589	5105	3547
590	5112	3538
591	5119	3528
592	5127	3518
593	5134	3509
594	5141	3499
595	5149	3490
596	5156	3480
597	5163	3471
598	5170	3461
599	5178	3452
600	5185	3442
601	5192	3433
602	5200	3423
603	5209	3415
604	5216	3405
605	5223	3396
606	5231	3386
607	5238	3377
608	5245	3368
609	5253	3358
610	5260	3349
611	5267	3339
612	5275	3330
613	5282	3320
614	5289	3311
615	5298	3302
616	5305	3293
617	5312	3283
618	5319	3274
619	5326	3264
620	5334	3255
621	5342	3246
622	5349	3237
623	5356	3227
624	5363	3218
625	5371	3209
626	5378	3199
627	5386	3190
628	5393	3181
629	5400	3171
630	5408	3162
631	5415	3153
632	5422	3143
633	5429	3134
634	5437	3125
635	5444	3115
636	5451	3106
637	5458	3097
638	5465	3087
639	5473	3078
640	5480	3069
641	5487	3060
642	5495	3051
643	5502	3041
644	5510	3032
645	5517	3023
646	5524	3014
647	5531	3004
648	5539	2995
649	5546	2986
650	5553	2977
651	5560	2968
652	5568	2958
653	5575	2949
654	5582	2940
655	5590	2931
656	5598	2922
657	5605	2913
658	5613	2904
659	5620	2895
660	5627	2886
661	5634	2876
662	5642	2867
663	5649	2858
664	5656	2849
665	5663	2840
666	5670	2831
667	5678	2822
668	5685	2812
669	5693	2804
670	5700	2795
671	5707	2785
672	5714	2776
673	5722	2767
674	5729	2758
675	5736	2749
676	5744	2740
677	5751	2731
678	5758	2722
679	5766	2713
680	5773	2704
681	5780	2695
682	5788	2686
683	5795	2677
684	5802	2668
685	5809	2659
686	5817	2650
687	5824	2641
688	5831	2632
689	5839	2623
690	5846	2614
691	5853	2605
692	5861	2596
693	5868	2587
694	5875	2578
695	5883	2569
696	5890	2560
697	5898	2551
698	5905	2542
699	5912	2533
700	5919	2525
701	5927	2516
702	5934	2507
703	5942	2498
704	5949	2489
705	5956	2480
706	5963	2471
707	5971	2462
708	5978	2453
709	5985	2444
710	5993	2436
711	6000	2427
712	6008	2418
713	6015	2409
714	6022	2400
715	6030	2391
716	6037	2383
717	6044	2374
718	6052	2365
719	6059	2356
720	6066	2347
721	6074	2338
722	6081	2330
723	6089	2321
724	6096	2312
725	6103	2303
726	6110	2294
727	6118	2285
728	6125	2277
729	6132	2268
730	6139	2259
731	6147	2250
732	6154	2241
733	6161	2232
734	6168	2224
735	6176	2215
736	6183	2206
737	6190	2197
738	6197	2188
739	6204	2180
740	6212	2171
741	6219	2162
742	6226	2153
743	6233	2145
744	6241	2136
745	6248	2127
746	6255	2118
747	6263	2110
748	6270	2101
749	6277	2092
750	6285	2083
751	6292	2075
752	6299	2066
753	6306	2057
754	6313	2048
755	6320	2040
756	6328	2031
757	6335	2022
758	6342	2013
759	6349	2005
760	6357	1996
761	6364	1987
762	6371	1979
763	6379	1970
764	6386	1961
765	6393	1953
766	6401	1944
767	6408	1935
768	6415	1927
769	6422	1918
770	6430	1909
771	6437	1901
772	6444	1892
773	6452	1883
774	6459	1875
775	6466	1866
776	6473	1858
777	6481	1849
778	6488	1840
779	6495	1832
780	6503	1823
781	6510	1814
782	6517	1806
783	6524	1797
784	6531	1789
785	6539	1780
786	6546	1771
787	6554	1763
788	6561	1754
789	6568	1746
790	6575	1737
791	6582	1728
792	6590	1720
793	6597	1711
794	6604	1703
795	6611	1694
796	6619	1685
797	6626	1677
798	6633	1668
799	6641	1660
800	6648	1651
801	6655	1643
802	6662	1634
803	6670	1626
804	6677	1617
805	6685	1609
806	6692	1600
807	6699	1592
808	6706	1583
809	6714	1574
810	6721	1566
811	6729	1557
812	6736	1549
813	6743	1540
814	6750	1532
815	6758	1523
816	6765	1515
817	6772	1506
818	6780	1498
819	6787	1489
820	6794	1481
821	6802	1472
822	6809	1464
823	6816	1455
824	6824	1447
825	6831	1439
826	6838	1430
827	6845	1422
828	6853	1413
829	6860	1405
830	6867	1396
831	6874	1388
832	6882	1379
833	6889	1371
834	6896	1362
835	6903	1354
836	6910	1345
837	6919	1337
838	6930	1329
839	6937	1321
840	6944	1312
841	6952	1304
842	6960	1296
843	6968	1288
844	6976	1279
845	6983	1271
846	6990	1262
847	6997	1254
848	7005	1245
849	7012	1237
850	7020	1229
851	7027	1220
852	7034	1212
853	7042	1203
854	7049	1195
855	7056	1187
856	7063	1178
857	7071	1170
858	7078	1161
859	7085	1153
860	7093	1145
861	7100	1136
862	7107	1128
863	7114	1119
864	7122	1111
865	7129	1103
866	7136	1094
867	7143	1086
868	7151	1078
869	7158	1069
870	7165	1061
871	7173	1052
872	7180	1044
873	7187	1036
874	7195	1027
875	7203	1019
876	7210	1011
877	7217	1002
878	7225	994
879	7232	986
880	7239	977
881	7247	969
882	7254	961
883	7262	952
884	7269	944
885	7276	936
886	7284	927
887	7291	919
888	7298	911
889	7305	902
890	7312	894
891	7319	886
892	7327	877
893	7334	869
894	7341	861
895	7348	852
896	7356	844
897	7363	836
898	7370	828
899	7377	819
900	7385	811
901	7392	803
902	7399	794
903	7406	786
904	7413	778
905	7421	769
906	7428	761
907	7435	753
908	7442	745
909	7450	736
910	7457	728
911	7465	720
912	7472	712
913	7479	703
914	7487	695
915	7494	687
916	7501	678
917	7508	670
918	7515	662
919	7523	654
920	7530	645
921	7537	637
922	7545	629
923	7552	621
924	7559	612
925	7566	604
926	7574	596
927	7581	588
928	7588	579
929	7595	571
930	7602	563
931	7609	555
932	7617	546
933	7624	538
934	7631	530
935	7638	522
936	7645	514
937	7652	505
938	7659	497
939	7666	489
940	7673	481
941	7680	472
942	7687	464
943	7694	456
944	7701	448
945	7708	440
946	7715	431
947	7723	423
948	7730	415
949	7737	407
950	7744	399
951	7751	390
952	7758	382
953	7765	374
954	7772	366
955	7779	358
956	7786	349
957	7793	341
958	7800	333
959	7808	325
960	7815	317
961	7822	308
962	7829	300
963	7836	292
964	7843	284
965	7850	276
966	7857	268
967	7865	260
968	7872	251
969	7879	243
970	7886	235
971	7893	227
972	7900	219
973	7908	211
974	7915	202
975	7922	194
976	7929	186
977	7936	178
978	7943	170
979	7955	162
980	7963	154
981	7970	146
982	7977	137
983	7985	129
984	7993	121
985	8006	113
986	8012	105
987	8019	97
988	8026	89
989	8033	81
990	8041	73
991	8048	64
992	8054	56
993	8061	48
994	8068	40
995	8075	32
996	8083	24
997	8090	16
998	8097	8
999	8104	0
